text,label
A new beneficiary was added to your account. Thank you.,safe
The class has been moved to a different time. Thank you. Thank you.,safe
Your fixed deposit has matured today. Thank you. Thank you. Thank you. Thank you.,safe
Your fixed deposit has matured today.,safe
Your meeting is scheduled.,safe
Your ATM withdrawal of INR 8955 was successful. Thank you.,safe
Security alert: unusual activity detected on your bank account. Please restore your account access immediately.,scam
Your income tax refund is pending. Please confirm your banking credentials immediately.,scam
Your fixed deposit has matured today. Thank you.,safe
Your crypto wallet requires verification. Please complete account verification immediately.,scam
Your online banking access has been restricted. Please update your KYC immediately.,scam
Your income tax refund is pending. Please restore your account access immediately.,scam
Your online banking access has been restricted. Please complete account verification immediately.,scam
Your OTP for SBI login is 883987. Do not share it with anyone. Thank you. Thank you. Thank you.,safe
Please call me when you are free. Thank you. Thank you.,safe
Please call me when you are free. Thank you. Thank you.,safe
Your subscription payment failed. Please secure your account immediately.,scam
Your package is on hold due to unpaid delivery fee. Please update your payment details immediately.,scam
Your online banking access has been restricted. Please confirm your banking credentials immediately.,scam
URGENT! Your bank account has been suspended. Please validate your identity immediately.,scam
Your subscription payment failed. Please restore your account access immediately.,scam
Your debit card will be deactivated. Please restore your account access immediately.,scam
Your OTP for SBI login is 243301. Do not share it with anyone. Thank you. Thank you. Thank you.,safe
Your account recovery request is incomplete. Please complete account verification immediately.,scam
Your online banking access has been restricted. Please verify your account immediately.,scam
Security alert: unusual activity detected on your bank account. Please restore your account access immediately.,scam
URGENT! Your bank account has been suspended. Please confirm your account details immediately.,scam
Your subscription payment failed. Please secure your account immediately.,scam
Thanks for your help earlier.,safe
Thanks for your help earlier. Thank you. Thank you. Thank you.,safe
Your ATM withdrawal of INR 2508 was successful. Thank you. Thank you.,safe
Thanks for your help earlier. Thank you.,safe
Your package is on hold due to unpaid delivery fee. Please complete account verification immediately.,scam
You have won a lottery prize. Please validate your identity immediately.,scam
A new beneficiary was added to your account. Thank you.,safe
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Your crypto wallet requires verification. Please secure your account immediately.,scam
Your ATM withdrawal of INR 3241 was successful. Thank you. Thank you.,safe
Your account recovery request is incomplete. Please unlock your account immediately.,scam
Your fixed deposit has matured today. Thank you. Thank you. Thank you. Thank you.,safe
Your online banking access has been restricted. Please secure your account immediately.,scam
Your PayPal account requires verification. Please complete account verification immediately.,scam
Security alert: unusual activity detected on your bank account. Please confirm your banking credentials immediately.,scam
Your OTP for SBI login is 428082. Do not share it with anyone. Thank you. Thank you.,safe
URGENT! Your bank account has been suspended. Please confirm your banking credentials immediately.,scam
Your account recovery request is incomplete. Please update your KYC immediately.,scam
Government subsidy is awaiting approval. Please verify your account immediately.,scam
Your order has been shipped.,safe
Your PayPal account requires verification. Please update your payment details immediately.,scam
Your debit card transaction of INR 3685 was successful. Thank you.,safe
Your debit card will be deactivated. Please confirm your account details immediately.,scam
Your income tax refund is pending. Please validate your identity immediately.,scam
Your online banking access has been restricted. Please update your payment details immediately.,scam
